id,primary_code,secondary_code,third_code,combo_code,created_at,updated_at
2498,E109,L97909,,E10621,,
2499,F1010,G479,,F10182,,
2500,F4320,F32A,,F4321,,
2501,M3320,G729,,M3322,,
2502,I8390,L97929,,I83029,,
2503,E119,H3500,,E13311,,
2504,E139,G909,,e1343,,
2505,E139,M869,,E1369,,
2506,I609,G8310,,I69049,,
2507,F1220,F12222,,F12222,,
2508,I10,I150,,I150,,
2509,A419,T827,,T827,,
2510,M1990,M0080,,M0080,,
2511,I209,I201,,I201,,
2512,E0580,E0581,,E0581,,
2513,E099,E09628,,E09628,,
2514,E109,E1039,,E1039,,
2515,F10239,F10232,,F10232,,
2516,E089,E0937X3,,E0937X3,,
2517,F1010,F1014,,F1014,,
2518,E119,E1137X2,,E1137X2,,
2519,I10,i119,,i119,,
2520,A419,A4150,,A4150,,
2521,E089,E08628,,E08628,,
2522,E109,E103529,,E103529,,
2523,E109,E1037X9,,E1037X9,,
2524,E119,E11630,,E11630,,
2525,E139,E133542,,E133542,,
2526,f1220,F12250,,F12250,,
2527,E099,E08628,,E08628,,
2528,E119,E113523,,E113523,,
2529,E109,E103313,,E103313,,
2530,E109,E103522,,E103522,,
2531,E109,E103593,,E103593,,
2532,E109,E1049,,E1049,,
2533,i70209,I70229,,I70229,,
2534,E099,E0941,,E0941,,
2535,E109,E103549,,E103549,,
2536,E119,E113551,,E113551,,
2537,A419,T8579,,T8579,,
2538,E099,E093542,,E093542,,
2539,E139,E133492,,E133492,,
2540,E109,E103393,,E103393,,
2541,E119,E133531,,E133531,,
2542,E0590,E0590,,E0590,,
2543,E099,E0937X1,,E0937X1,,
2544,E109,E10311,,E10311,,
2545,E109,E103412,,E103412,,
2546,E109,E103533,,E103533,,
2547,E119,E1129,,E1129,,
2548,E119,E113553,,E113553,,
2549,e0590,E0531,,E0531,,
2550,E119,E1110,,E1110,,
2551,E099,E0900,,E0900,,
2552,E089,E0859,,E0859,,
2553,E119,E118,,E118,,
2554,f12129,F12122,,F12122,,
2555,E099,E098,,E098,,
2556,E139,E1349,,E1349,,
2557,F0390,F03911,,F03911,,
2558,F1010,F10121,,F10121,,
2559,A419,A4102,,A4102,,
2560,E109,E1011,,E1011,,
2561,E139,E1301,,E1301,,
2562,E119,E1337X2,,E1337X2,,
2563,E139,E1329,,E1329,,
2564,A419,B957,,A411,,
2565,A419,B9689,,A4150,,
2566,A419,B965,,A4152,,
2567,A419,A429,,A427,,
2568,D649,D75A,,D550,,
2569,E0590,E040,,E0500,,
2570,E0590,E040,,E0501,,
2571,E089,E870,,E0800,,
2572,E089,E8729,,E0811,,
2573,E089,N189,,E0822,,
2574,E089,E0829,,E0829,,
2575,E089,E083213,,E083213,,
2576,E089,E083219,,E083219,,
2577,E089,E083291,,E083291,,
2578,E089,E083292,,E083292,,
2579,E089,E083293,,E083293,,
2580,E089,E083299,,E083299,,
2581,E089,E083311,,E083311,,
2582,E089,E083391,,E083391,,
2583,E089,E083393,,E083393,,
2584,E089,E083399,,E083399,,
2585,E089,E083411,,E083411,,
2586,E089,E083413,,E083413,,
2587,E089,E083419,,E083419,,
2588,E089,E083491,,E083491,,
2589,E089,E083519,,E083519,,
2590,e089,H3341,,E083521,,
2591,E089,E083551,,E083551,,
2592,E089,E083552,,E083552,,
2593,E089,E083553,,E083553,,
2594,E089,E083559,,E083559,,
2595,E089,E083593,,E083593,,
2596,E089,E0837X9,,E0837X9,,
2597,E089,E0839,,E0839,,
2598,E089,G589,,E0841,,
2599,E089,G629,,E0842,,
2600,E089,G909,,E0843,,
2601,E099,E8729,,E0910,,
2602,E099,E0929,,E0929,,
2603,E099,E093291,,E093291,,
2604,E099,E093311,,E093311,,
2605,E099,E093312,,E093312,,
2606,E099,E093313,,E093313,,
2607,E099,E093319,,E093319,,
2608,E099,E093492,,E093492,,
2609,E099,E093493,,E093493,,
2610,E099,H3341,,E093531,,
2611,E099,H3343,,E093533,,
2612,E09,H3340,,E093539,,
2613,E099,E093593,,E093593,,
2614,E099,E0937X2,,E0937X2,,
2615,E099,G629,,E0940,,
2616,E099,G589,,E0941,,
2617,E099,G629,,E0942,,
2618,E099,K3184,,E0943,,
2619,E099,I96,,E0952,,
2620,E099,E09638,,E09638,,
2621,E099,E162,,E09641,,
2622,E099,E162,,E09649,,
2623,E099,M869,,E0969,,
2624,E109,E103212,,E103212,,
2625,E109,E103213,,E103213,,
2626,E109,E10329,,E10329,,
2627,E109,E103292,,E103292,,
2628,E109,E103293,,E103293,,
2629,E109,E103299,,E103299,,
2630,E109,E103391,,E103391,,
2631,E109,E103392,,E103392,,
2632,E109,E103413,,E103413,,
2633,E109,E103511,,E103511,,
2634,E109,E103512,,E103512,,
2635,E109,E103513,,E103513,,
2636,E109,H3343,,E103523,,
2637,E109,E103551,,E103551,,
2638,E109,E103552,,E103552,,
2639,E109,E103553,,E103553,,
2640,E109,E103591,,E103591,,
2641,E109,E1037X1,,E1037X1,,
2642,E109,G589,,E1041,,
2643,E109,M1460,,E10610,,
2644,E109,E108,,E108,,
2645,E119,E113219,,E113219,,
2646,E119,E113319,,E113319,,
2647,E119,E113399,,E113399,,
2648,E119,E113412,,E113412,,
2649,E119,E113519,,E113519,,
2650,E119,H3343,,E113523,,
2651,E119,E113591,,E113591,,
2652,E139,E870,,E1300,,
2653,E139,E133211,,E133211,,
2654,E139,E133213,,E133213,,
2655,E139,E133299,,E133299,,
2656,E139,E133312,,E133312,,
2657,E139,E133391,,E133391,,
2658,E139,E133399,,E133399,,
2659,E139,E133511,,E133511,,
2660,E139,E133512,,E133512,,
2661,E139,E133519,,E133519,,
2662,E139,H3349,,E133529,,
2663,E139,H3342,,E133532,,
2664,E139,E133591,,E133591,,
2665,E139,E133592,,E133592,,
2666,E119,E133592,,E133592,,
2667,E139,E133599,,E133599,,
2668,E139,H269,,E1336,,
2669,E139,H409,,E1339,,
2670,E119,G589,,E1341,,
2671,E139,L97509,,E13621,,
2672,E119,L98499,,E13622,,
2673,E119,E13628,,E13628,,
2674,F0150,R451,,F01B11,,
2675,F03A0,G479,,F03A18,,
2676,F03B0,G479,,F03B18,,
2677,F1010,F060,,F10151,,
2678,F1020,F10229,,F10229,,
2679,F1099,f3130,,F1094,,
2680,F1099,F29,,F10959,,
2681,F1099,F1096,,F1096,,
2682,F1099,F0390,,F1097,,
2683,F11129,F11122,,F11122,,
2684,F1110,F062,,F11150,,
2685,F1120,G479,,F11282,,
2686,F1190,F29,,F11950,,
2687,F1190,f060,,F11951,,
2688,F1190,R37,,F11981,,
2689,f1220,F060,,F12251,,
2690,F13139,F13132,,F13132,,
2691,F1310,F060,,F13151,,
2692,F1320,G479,,F13282,,
2693,F32A,F419,,F341,,
2694,F410,F4000,,F4001,,
2695,H4010X0,H268,,h401420,,
2696,I10,I5083,,I110,,
2697,I152,E1159,,I152,,
2698,I25810,I201,,I25711,,
2699,I25810,i200,,I25720,,
2700,I2510,I208,,I25768,,
2701,i25810,i208,,I25798,,
2702,I25810,I209,,I25799,,
2703,I629,G8190,,I69259,,
2704,I7140,I7120,,I7160,,
2705,I8500,K709,,I8510,,
2706,J189,B9620,,J155,,
2707,K219,K2091,,K2101,,
2708,K5090,L988,,K50013,,
2709,I319,M329,,M3212,,
2710,N12,M329,,M3215,,
2711,M879,M8720,,M8720,,
2712,E119,E11610,,E11610,,
2713,E109,E1044,,E1044,,
2714,I10,N185,,I1311,,
2715,E139,E1310,,E1310,,
2716,I6930,I69331,,I69331,,
2717,E119,E1111,,E1111,,
2718,E139,E133313,,E133313,,
2719,E139,E133493,,E133493,,
2720,E139,E133533,,E133533,,
2721,E089,E083312,,E083312,,
2722,E089,E083532,,E083532,,
2723,E089,E083592,,E083592,,
2724,E089,E0843,,E0843,,
2725,E089,E08630,,E08630,,
2726,E089,E0929,,E0929,,
2727,E089,E093312,,E093312,,
2728,E089,E093532,,E093532,,
2729,E089,E093592,,E093592,,
2730,E089,E0943,,E0943,,
2731,I2572,I25721,,I25721,,
2732,I2575,I25758,,I25758,,
2733,E059,E0500,,E0500,,
2734,F0390,F03C3,,F03C3,,
2735,F1099,F419,,F10980,,
2736,F1190,F11959,,F11959,,
2737,F1220,F12251,,F12251,,
2738,F1310,F13150,,F13150,,
2739,I10,I130,,I130,,
2740,I2573,I25732,,I25732,,
2741,I2576,I25769,,I25769,,
2742,F1120,F11221,,F11221,,
2743,F1310,F1314,,F1314,,
2744,E119,E083212,,E083212,,
2745,E089,E083392,,E083392,,
2746,E089,E083512,,E083512,,
2747,E089,E083542,,E083542,,
2748,E089,E0837X1,,E0837X1,,
2749,E089,E0852,,E0852,,
2750,E089,E0865,,E0865,,
2751,E089,E093211,,E093211,,
2752,E089,E093391,,E093391,,
2753,E089,E093511,,E093511,,
2754,E089,E093541,,E093541,,
2755,E089,E0951,,E0951,,
2756,E089,E09649,,E09649,,
2757,E109,E103211,,E103211,,
2758,E109,E103319,,E103319,,
2759,E109,E103539,,E103539,,
2760,E109,E103599,,E103599,,
2761,E109,E10641,,E10641,,
2762,E119,E1151,,E113599,,
2763,E119,E1337X1,,E1337X1,,
2764,E119,E1352,,E1352,,
2765,E119,E1143,,E1143,,
2766,E119,E11321,,E11321,,
2767,E059,E0531,,E0531,,
2768,E119,E083299,,E083299,,
2769,E119,E1329,,E1329,,
2770,E119,E133311,,E133311,,
2771,E139,E133513,,E133513,,
2772,E139,E133543,,E133543,,
2773,E139,E1337X1,,E1337X1,,
2774,A419,A4101,,A4101,,
2775,E059,E0590,,E0590,,
2776,E109,E103523,,E103523,,
2777,E109,E1040,,E1040,,
2778,E109,E10621,,E10621,,
2779,E139,E133292,,E133292,,
2780,E139,E133412,,E133412,,
2781,E139,E133552,,E133552,,
2782,E139,E1339,,E1339,,
2783,E139,E13620,,E13620,,
2784,F0280,F419,,F0284,,
2785,F0390,F03A11,,F03A11,,
2786,F1120,F11250,,F11250,,
2787,I10,I151,,I151,,
2788,E119,E0829,,E0829,,
2789,E089,E093311,,E093311,,
2790,E089,E093531,,E093531,,
2791,E089,E093591,,E093591,,
2792,E089,E0942,,E0942,,
2793,E109,E103311,,E103311,,
2794,E109,E1041,,E1041,,
2795,E109,E10622,,E10622,,
2796,I10,I1310,,I1310,,
2797,I10,N186,,I110,,
2798,F4000,F4001,,f4001,,
2799,E119,E083391,,E083391,,
2800,E109,E10319,,E10319,,
2801,F1020,G479,,F10282,,
2802,E119,E0822,,E0822,,
2803,E119,E083311,,E083311,,
2804,E089,E093419,,E093419,,
2805,E089,E093529,,E093529,,
2806,E089,E093559,,E093559,,
2807,E089,E0941,,E0941,,
2808,E089,E09622,,E09622,,
2809,E119,E1342,,E1342,,
2810,E119,E1165,,E1165,,
2811,E119,E113293,,E1111,,
2812,E119,E113593,,E1142,,
2813,E119,E1144,,E1144,,
2814,E119,E1137X3,,E1137X3,,
2815,E119,E11620,,E11620,,
2816,E119,E1140,,E1140,,
2817,J969,J9602,,J9602,,
2818,E119,E1141,,E1141,,
2819,I6930,I69339,,I69339,,
2820,K703,K7031,,K7031,,
2821,M0510,M069,,M0510,,
2822,E089,E08622,,E08622,,
2823,E089,E162,,E08641,,
2824,E099,G718,,E0944,,
2825,E099,H269,,E0936,,
2826,E109,I10,,E1059,,
2827,E089,I96,,E0852,,
2828,E099,M1460,,E09610,,
2829,E119,N189,,E0822,,
2830,D464,D461,,D461,,
2831,E119,E08319,,E08319,,
2832,E089,E083212,,E083212,,
2833,E119,E083292,,E083292,,
2834,E119,E083313,,E083313,,
2835,E119,E083319,,E083319,,
2836,E089,E083511,,E083511,,
2837,E089,E083513,,E083513,,
2838,E089,E083521,,E083521,,
2839,E089,E083522,,E083522,,
2840,E089,E083529,,E083529,,
2841,E089,E083539,,E083539,,
2842,E089,E083543,,E083543,,
2843,E089,E083599,,E083599,,
2844,E089,E0837X2,,E0837X2,,
2845,E099,E09311,,E09311,,
2846,E099,E09319,,E09319,,
2847,E099,E093211,,E093211,,
2848,E099,E093212,,E093212,,
2849,E099,E093219,,E093219,,
2850,E099,E093293,,E093293,,
2851,E099,E093391,,E093391,,
2852,E099,E093392,,E093392,,
2853,E099,E093399,,E093399,,
2854,E099,E093411,,E093411,,
2855,E099,E093413,,E093413,,
2856,E099,E093499,,E093499,,
2857,E099,E093511,,E093511,,
2858,E099,E093512,,E093512,,
2859,E099,E093519,,E093519,,
2860,E099,E093521,,E093521,,
2861,E099,E093523,,E093523,,
2862,E099,E093533,,E093533,,
2863,E099,E093539,,E093539,,
2864,E099,E093541,,E093541,,
2865,E099,E093549,,E093549,,
2866,E099,E093551,,E093551,,
2867,E099,E093553,,E093553,,
2868,E099,E093599,,E093599,,
2869,E099,E0937X3,,E0937X3,,
2870,E099,E0937X9,,E0937X9,,
2871,E099,E0949,,E0949,,
2872,E109,E103219,,E103219,,
2873,E109,E103291,,E103291,,
2874,E109,E103399,,E103399,,
2875,E109,E103411,,E103411,,
2876,E109,E103519,,E103519,,
2877,E109,E103521,,E103521,,
2878,E109,E103532,,E103532,,
2879,E109,E103541,,E103541,,
2880,E109,E103542,,E103542,,
2881,E109,E103543,,E103543,,
2882,E109,E103592,,E103592,,
2883,E109,E1037X3,,E1037X3,,
2884,E119,E11329,,E11329,,
2885,E119,E113291,,E113291,,
2886,E119,E113392,,E113392,,
2887,E119,E113549,,E113549,,
2888,E119,E1137X1,,E1137X1,,
2889,E119,E1137X9,,E1137X9,,
2890,E089,R739,,E0865,,
2891,E119,E15,,E11641,,
2892,E139,E133212,,E133212,,
2893,E139,E133219,,E133219,,
2894,E139,E133293,,E133293,,
2895,E139,E133392,,E133392,,
2896,E139,E133393,,E133393,,
2897,E139,E133413,,E133413,,
2898,E139,H3343,,E133523,,
2899,E139,H33001,,E133541,,
2900,E139,H33003,,E133543,,
2901,E139,E133553,,E133553,,
2902,E139,H3581,,E1337X1,,
2903,E139,I96,,E1352,,
2904,E139,K056,,E13630,,
2905,F10139,F10232,,F10132,,
2906,F1020,R410,,F10221,,
2907,F10929,R410,,F10921,,
2908,F1090,F1096,,F1096,,
2909,F11129,R410,,F11121,,
2910,F1120,F29,,F11251,,
2911,F12129,R410,,F12121,,
2912,F1210,F29,,F12151,,
2913,F12220,F12222,,F12222,,
2914,F1292,F12922,,F12922,,
2915,F1320,R410,,F13221,,
2916,F1320,F329,,F1324,,
2917,F1320,F062,,F13250,,
2918,F444,R569,,F445,,
2919,I10,I5089,,I110,,
2920,I2510,I209,,I25110,,
2921,I2010,I202,,I25112,,
2922,I2010,I209,,I25119,,
2923,I25811,I202,,I25752,,
2924,I25812,I202,,I25762,,
2925,I70209,I70209,,I70229,,
2926,I714,I712,,I7160,,
2927,K709,I8500,,I8510,,
2928,I8500,K7460,,I8510,,
2929,K5100,L988,,K51013,,
2930,K589,R197,,K580,,
2931,M069,I519,,M0530,,
2932,M349,G629,,M3483,,
2933,M5090,M5000,,M5000,,
2934,Z941,Z942,,Z943,,
2935,E089,E083533,,E083533,,
2936,E089,E083531,,E083531,,
2937,E089,E083591,,E083591,,
2938,E119,E08311,,E08311,,
2939,E099,E093292,,E093292,,
2940,E099,E093299,,E093299,,
2941,E099,E0939,,E0939,,
2942,E099,E093522,,E093522,,
2943,E099,E093529,,E093529,,
2944,E099,E093412,,E093412,,
2945,E099,E093419,,E093419,,
2946,E099,E093552,,E093552,,
2947,E099,E093559,,E093559,,
2948,M879,M87179,,M87179,,
2949,e139,E133541,,E133541,,
2950,e139,E133549,,E133549,,
2951,E139,E133523,,E133523,,
2952,E109,E103312,,E103312,,
2953,E109,E103531,,E103531,,
2954,E119,E113522,,E113522,,
2955,E119,E113491,,E113491,,
2956,E119,E113552,,E113552,,
2957,f1010,f319,,F1014,,
2958,f10129,f05,,F10121,,
2959,F1099,f1996,,F1096,,
2960,f1099,f062,,F10950,,
2961,F12220,F05,,F12221,,
2962,N03,N056,,N036,,
2963,E099,G990,,E0943,,
2964,n08,m329,,M3214,,
2965,I10,n189,,II29,,
2966,F11221,f1922,,F11222,,
2967,F11221,f29,,F11259,,
2968,F1190,F329,,F1194,,
2969,f1190,f062,,F11950,,
2970,E139,G718,,E1344,,
2971,F1310,F062,,F13150,,
2972,A419,b9689,,A414,,
2973,A419,b9562,,A4102,,
2974,e0590,e0520,,E0521,,
2975,e0590,e049,,E0590,,
2976,E109,G990,,E1043,,
2977,E109,M869,,E1069,,
2978,E119,G990,,E1143,,
2979,E119,l97909,,E11621,,
2980,E119,E159,,E11641,,
2981,k5190,k5660,,k51912,,
2982,f03a1,f419,,F03A4,,
2983,f0150,f419,,F01A4,,
2984,E119,H3500,,E113211,,
2985,E109,H3500,,e103413,,
2986,E119,H3500,,E113491,,
2987,E119,H3521,,E113531,,
2988,E109,G545,,E1044,,
2989,F11129,F32A,,F1124,,
2990,I25719,I201,,I25711,,
2991,I25739,I208,,I25738,,
2992,F11129,F11222,,F11222,,
2993,F1220,F062,,F12251,,
2994,E089,H35012,,E093212,,
2995,E109,H3521,,E103541,,
2996,E119,H3521,,E113541,,
2997,E119,H2510,,E1136,,
2998,E119,H3500,,E133219,,
2999,G309,F0280,,G309,,
3000,E139,H3500,,E133219,,
3001,E139,H3500,,E133399,,
3002,E139,H3520,,E133519,,
3003,E139,H3520,,E133549,,
3004,E109,H3500,,E103499,,
3005,F03A1,F03A3,,F03A3,,
3006,E119,H3500,,E113312,,
3007,E119,H3522,,E133532,,
3008,E119,H3522,,E133592,,
3009,E0540,E0540,,E0540,,
3010,F0390,R451,,F03C11,,
3011,E119,H3500,,E083311,,
3012,E109,H3500,,E103299,,
3013,E139,E1369,,E1369,,
3014,E0590,E0501,,E0501,,
3015,E0590,E0591,,E0591,,
3016,E109,H3500,,E103419,,
3017,E109,H3520,,E103529,,
3018,E109,H3520,,E103559,,
3019,E119,H3522,,E113542,,
3020,E119,H3500,,E1137X1,,
3021,F03A1,F03A2,,F03A18,,
3022,F1112,R410,,F11121,,
3023,F11129,F060,,F11251,,
3024,G3281,g113,,g113,,
3025,E119,E0843,,E1143,,
3026,I10,N289,,I150,,
3027,K5190,K51912,,K51912,,
3028,F0390,F0390,,f0394,,
3029,E119,E1101,,E1101,,
3030,E119,E11641,,E11641,,
3031,G47419,G47411,,g47411,,
3032,I25769,I201,,I25761,,
3033,I639,I669,,I6330,,
3034,E109,M1467,,E10610,,
3035,E139,E1337X2,,E1337X2,,
3036,E139,E133529,,E133529,,
3037,E109,E10618,,E10618,,
3038,f1323,F059,,F13231,,
3039,E139,E13311,,E13311,,
3040,F11129,F059,,F11921,,
3041,I10,I517,,I110,,
3042,E119,G609,,E1140,,
3043,E119,E1100,,E1100,,
3044,E089,E083211,,E083211,,
3045,E089,G609,,E0840,,
3046,E089,E0842,,E0842,,
3047,F0390,R451,,F03B11,,
3048,I2510,I202,,I25752,,
3049,I2510,I209,,I25799,,
3050,F0390,F03B11,,F03B11,,
3051,F1020,F1024,,F1024,,
3052,F1190,F11921,,F11921,,
3053,F1210,F12159,,F12159,,
3054,F1320,F13231,,F13231,,
3055,I639,I69332,,I69332,,
3056,I639,I69354,,I69354,,
3057,K7150,K7151,,K7151,,
3058,I7090,I739,,I70211,,
3059,A419,A427,,A427,,
3060,A419,A4152,,A4152,,
3061,E059,E0540,,E0540,,
3062,E089,E0822,,E0822,,
3063,E099,E09622,,E09622,,
3064,E109,E1022,,E1022,,
3065,E139,E133532,,E133532,,
3066,E139,E1342,,E1342,,
3067,F1010,F10151,,F10151,,
3068,F1020,F10259,,F10259,,
3069,F1110,F11182,,F11182,,
3070,F1190,F11950,,F11950,,
3071,F1310,F13132,,F13132,,
3072,F1320,F13250,,F13250,,
3073,I639,I69339,,I69339,,
3074,I2510,I209,,I25719,,
3075,I2510,I2089,,I25798,,
3076,E089,E08618,,E08618,,
3077,E099,E09610,,E09610,,
3078,E089,E09311,,E09311,,
3079,E089,E093313,,E093313,,
3080,E089,E093533,,E093533,,
3081,E089,E093593,,E093593,,
3082,E089,E0944,,E0944,,
3083,E089,E093392,,E093392,,
3084,E089,E093512,,E093512,,
3085,E089,E093542,,E093542,,
3086,E089,E0937X1,,E0937X1,,
3087,E089,E0952,,E0952,,
3088,E089,E0965,,E0965,,
3089,E119,E8301,,E1121,,
3090,E119,N045,,E1121,,
3091,E119,N049,,E1121,,
3092,E119,R801,,E1121,,
3093,E119,N259,,E1129,,
3094,E119,F5221,,E1140,,
3095,E119,G628,,E1143,,
3096,E119,E43,,E1169,,
3097,E119,E7800,,E1169,,
3098,E119,E781,,E1169,,
3099,E119,E782,,E1169,,
3100,E119,E8729,,E1169,,
3101,E119,N259,,E1169,,
3102,I10,I514,,I119,,
3103,I10,I517,,I119,,
3104,I10,I5181,,I119,,
3105,I10,I5189,,I119,,
3106,I10,I5020,N181,I130,,
3107,I10,I5020,N182,I130,,
3108,I10,I5020,N1830,I130,,
3109,I10,I5020,N1831,I130,,
3110,I10,I5020,N1832,I130,,
3111,I10,I5020,N184,I130,,
3112,I10,I5020,N189,I130,,
3113,I10,I5021,N181,I130,,
3114,I10,I5021,N182,I130,,
3115,I10,I5021,N1830,I130,,
3116,I10,I5021,N1831,I130,,
3117,I10,I5021,N1832,I130,,
3118,I10,I5021,N184,I130,,
3119,I10,I5021,N189,I130,,
3120,I10,I5022,N181,I130,,
3121,I10,I5022,N182,I130,,
3122,I10,I5022,N1830,I130,,
3123,I10,I5022,N1831,I130,,
3124,I10,I5022,N1832,I130,,
3125,I10,I5022,N184,I130,,
3126,I10,I5022,N189,I130,,
3127,I10,I5023,N181,I130,,
3128,I10,I5023,N182,I130,,
3129,I10,I5023,N1830,I130,,
3130,I10,I5023,N1831,I130,,
3131,I10,I5023,N1832,I130,,
3132,I10,I5023,N184,I130,,
3133,I10,I5023,N189,I130,,
3134,I10,I5030,N181,I130,,
3135,I10,I5030,N182,I130,,
3136,I10,I5030,N1830,I130,,
3137,I10,I5030,N1831,I130,,
3138,I10,I5030,N1832,I130,,
3139,I10,I5030,N184,I130,,
3140,I10,I5030,N189,I130,,
3141,I10,I5031,N181,I130,,
3142,I10,I5031,N182,I130,,
3143,I10,I5031,N1830,I130,,
3144,I10,I5031,N1831,I130,,
3145,I10,I5031,N1832,I130,,
3146,I10,I5031,N184,I130,,
3147,I10,I5031,N189,I130,,
3148,I10,I5032,N181,I130,,
3149,I10,I5032,N182,I130,,
3150,I10,I5032,N1830,I130,,
3151,I10,I5032,N1831,I130,,
3152,I10,I5032,N1832,I130,,
3153,I10,I5032,N184,I130,,
3154,I10,I5032,N189,I130,,
3155,I10,I5033,N181,I130,,
3156,I10,I5033,N182,I130,,
3157,I10,I5033,N1830,I130,,
3158,I10,I5033,N1831,I130,,
3159,I10,I5033,N1832,I130,,
3160,I10,I5033,N184,I130,,
3161,I10,I5033,N189,I130,,
3162,I10,I5040,N181,I130,,
3163,I10,I5040,N182,I130,,
3164,I10,I5040,N1830,I130,,
3165,I10,I5040,N1831,I130,,
3166,I10,I5040,N1832,I130,,
3167,I10,I5040,N184,I130,,
3168,I10,I5040,N189,I130,,
3169,I10,I5041,N181,I130,,
3170,I10,I5041,N182,I130,,
3171,I10,I5041,N1830,I130,,
3172,I10,I5041,N1831,I130,,
3173,I10,I5041,N1832,I130,,
3174,I10,I5041,N184,I130,,
3175,I10,I5041,N189,I130,,
3176,I10,I5042,N181,I130,,
3177,I10,I5042,N182,I130,,
3178,I10,I5042,N1830,I130,,
3179,I10,I5042,N1831,I130,,
3180,I10,I5042,N1832,I130,,
3181,I10,I5042,N184,I130,,
3182,I10,I5042,N189,I130,,
3183,I10,I5043,N181,I130,,
3184,I10,I5043,N182,I130,,
3185,I10,I5043,N1830,I130,,
3186,I10,I5043,N1831,I130,,
3187,I10,I5043,N1832,I130,,
3188,I10,I5043,N184,I130,,
3189,I10,I5043,N189,I130,,
3190,I10,i50811,N181,I130,,
3191,I10,i50811,N182,I130,,
3192,I10,i50811,N1830,I130,,
3193,I10,i50811,N1831,I130,,
3194,I10,i50811,N1832,I130,,
3195,I10,i50811,N184,I130,,
3196,I10,i50811,N189,I130,,
3197,I10,I50812,N181,I130,,
3198,I10,I50812,N182,I130,,
3199,I10,I50812,N1830,I130,,
3200,I10,I50812,N1831,I130,,
3201,I10,I50812,N1832,I130,,
3202,I10,I50812,N184,I130,,
3203,I10,I50812,N189,I130,,
3204,I10,I50813,N181,I130,,
3205,I10,I50813,N182,I130,,
3206,I10,I50813,N1830,I130,,
3207,I10,I50813,N1831,I130,,
3208,I10,I50813,N1832,I130,,
3209,I10,I50813,N184,I130,,
3210,I10,I50813,N189,I130,,
3211,I10,I50814,N181,I130,,
3212,I10,I50814,N182,I130,,
3213,I10,I50814,N1830,I130,,
3214,I10,I50814,N1831,I130,,
3215,I10,I50814,N1832,I130,,
3216,I10,I50814,N184,I130,,
3217,I10,I50814,N189,I130,,
3218,I10,I5084,N181,I130,,
3219,I10,I5084,N182,I130,,
3220,I10,I5084,N1830,I130,,
3221,I10,I5084,N1831,I130,,
3222,I10,I5084,N1832,I130,,
3223,I10,I5084,N184,I130,,
3224,I10,I5084,N189,I130,,
3225,I10,I509,N181,I130,,
3226,I10,I509,N182,I130,,
3227,I10,I509,N1830,I130,,
3228,I10,I509,N1831,I130,,
3229,I10,I509,N1832,I130,,
3230,I10,I509,N184,I130,,
3231,I10,I509,N189,I130,,
3232,I10,I5020,N185,I132,,
3233,I10,I5020,N186,I132,,
3234,I10,I5021,N185,I132,,
3235,I10,I5021,N186,I132,,
3236,I10,I5022,N185,I132,,
3237,I10,I5022,N186,I132,,
3238,I10,I5023,N185,I132,,
3239,I10,I5023,N186,I132,,
3240,I10,I5030,N185,I132,,
3241,I10,I5030,N186,I132,,
3242,I10,I5031,N185,I132,,
3243,I10,I5031,N186,I132,,
3244,I10,I5032,N185,I132,,
3245,I10,I5032,N186,I132,,
3246,I10,I5033,N185,I132,,
3247,I10,I5033,N186,I132,,
3248,I10,I5040,N185,I132,,
3249,I10,I5040,N186,I132,,
3250,I10,I5041,N185,I132,,
3251,I10,I5041,N186,I132,,
3252,I10,I5042,N185,I132,,
3253,I10,I5042,N186,I132,,
3254,I10,I5043,N185,I132,,
3255,I10,I5043,N186,I132,,
3256,I10,i50811,N185,I132,,
3257,I10,i50811,N186,I132,,
3258,I10,I50812,N185,I132,,
3259,I10,I50812,N186,I132,,
3260,I10,I50813,N185,I132,,
3261,I10,I50813,N186,I132,,
3262,I10,I50814,N185,I132,,
3263,I10,I50814,N186,I132,,
3264,I10,I5084,N185,I132,,
3265,I10,I5084,N186,I132,,
3266,I10,I509,N185,I132,,
3267,I10,I509,N186,I132,,
3268,E119,H3581,,E11311,,
3269,I10,I5040,,I110,,
3270,I10,I519,,I119,,
3271,I10,I509,,I110,,
3272,I10,I5021,,I110,,
3273,I10,I50812,,I110,,
3274,I10,N181,,I129,,
3275,I10,N189,,I129,,
3276,E119,G629,,E1142,,
3277,I10,N185,,i120,,
3278,I10,N182,,I129,,
3279,E119,H3500,,E11319,,
3280,E119,G589,,E1141,,
3281,E119,H269,,E1136,,
3282,E119,G629,,E1140,,
3283,E119,G718,,E1144,,
3284,I10,I5020,,I110,,
3285,I10,I5023,,I110,,
3286,I10,I5031,,I110,,
3287,I10,I5043,,I110,,
3288,I10,I50811,,I110,,
3289,E109,I96,,E1052,,
3290,E119,M129,,E11618,,
3291,E119,m869,,E1169,,
3292,I10,N186,,I120,,
3293,E119,N269,,E1121,,
3294,E119,N289,,E1121,,
3295,E119,E8729,,E1111,,
3296,I10,I5022,,I110,,
3297,E119,M792,,E1142,,
3298,I10,N184,,I129,,
3299,E119,I739,,E1152,,
3300,E119,H3500,,E11311,,
3301,I10,I50810,,I110,,
3302,I10,I5084,,I110,,
3303,I10,I5032,,I110,,
3304,I10,i5033,,I110,,
3305,I10,N183,,I129,,
