id,primary_code,secondary_code,third_code,combo_code,created_at,updated_at
862,M500,E133591,,M5000,,
863,E119,E1341,,E11319,,
864,E119,E13622,,E113319,,
865,E119,e1122,,E113499,,
866,E119,E11618,,E113539,,
867,E119,E1101,,E113599,,
868,E119,E113299,,E1139,,
869,E119,E113532,,E1152,,
870,E119,E113592,,E11630,,
871,E139,E0821,,E1300,,
872,E139,E083299,,E133219,,
873,E139,E11622,,E133393,,
874,E139,E1329,,E133513,,
875,E139,E133311,,E133543,,
876,E139,E133531,,E1337X1,,
877,E139,E133591,,E1339,,
878,E139,E1341,,E13610,,
879,E139,E13622,,E1365,,
880,E139,E113319,,E10319,,
881,E139,E113539,,E103313,,
882,E139,E113599,,E103493,,
883,E139,E1151,,E103533,,
884,E139,E0801,,E103593,,
885,E139,E083299,,E1039,,
886,E139,E083412,,E1051,,
887,E139,E083522,,E10638,,
888,E089,E0839,,E0800,,
889,E089,E08618,,E083219,,
890,E089,E093219,,E083399,,
891,E089,E093399,,E083519,,
892,E089,E093519,,E083549,,
893,E089,E093549,,E0837X3,,
894,E089,E0937X3,,E08610,,
895,E089,E0944,,E088,,
896,E089,E09630,,E093213,,
897,E089,E0829,,E093393,,
898,E089,E083312,,E093513,,
899,E089,E113299,,E093543,,
900,E089,E113529,,E0937X2,,
901,E089,E1142,,E0959,,
902,E089,E11638,,E0969,,
903,I10,E133313,,I110,,
904,I10,E133533,,I110,,
905,I10,E133592,,I119,,
906,I10,E1343,,I120,,
907,I2572,E13630,,I25710,,
908,I2573,E083391,,I25732,,
909,I2576,E11311,,I25769,,
910,E059,E113313,,E0530,,
911,D5741,E113533,,D57411,,
912,D5741,E113593,,D57452,,
913,F0390,E1149,,F03A2,,
914,F0390,E1165,,F03C4,,
915,F01B0,E133213,,F01B18,,
916,F0280,E133392,,F0283,,
917,F0280,E133512,,F02C11,,
918,I10,E133542,,I130,,
919,I10,E1336,,I110,,
920,I10,E1351,,I110,,
921,I10,E13649,,I129,,
922,I10,E0822,,I152,,
923,I2571,E083311,,I25710,,
924,I2573,E113211,,I25732,,
925,I2576,E113391,,I25769,,
926,E119,E113511,,E08311,,
927,E119,E113541,,E083313,,
928,F0280,E1136,,E083493,,
929,F0280,E1143,,E083533,,
930,F0280,E133312,,E083593,,
931,F0280,E133532,,E0844,,
932,F0280,E133592,,E08638,,
933,F0280,E1342,,E0929,,
934,F0280,E13628,,E093312,,
935,F0280,E1129,,E093492,,
936,F0280,E11618,,E093532,,
937,F0280,E1152,,E093592,,
938,F0280,E11638,,E0943,,
939,F0280,E113213,,E09630,,
940,E109,E113543,,E10311,,
941,E109,E113523,,E103312,,
942,E109,E11319,,E103491,,
943,E109,E1121,,E103531,,
944,E109,E1161,,E103591,,
945,E109,E1165,,E1042,,
946,E109,E11610,,E10628,,
947,E119,E1159,,E1121,,
948,E119,E1121,,E113311,,
949,E119,E1152,,E113491,,
950,E119,E1169,,E113531,,
951,E119,E1143,,E113591,,
952,E119,E1165,,E1143,,
953,E119,E1152,,E11622,,
954,E119,E1121,,E1329,,
955,E119,E1142,,E133311,,
956,E119,E1144,,E133491,,
957,E119,E1142,,E133531,,
958,E119,E113293,,E133591,,
959,E119,E113593,,E1341,,
960,E119,E1137X3,,E13622,,
961,F0390,E11319,,F0393,,
962,F0390,E11620,,F03B11,,
963,F1010,E11620,,F10150,,
964,F1020,E1140,,F10251,,
965,F1099,E1121,,F10959,,
966,F1110,Q0702,,F11181,,
967,F1190,E11620,,F1194,,
968,F1220,E1143,,F12221,,
969,F1310,E11620,,F13131,,
970,F1320,E11618,,F1324,,
971,I6909,E1143,,I69090,,
972,I6930,E1141,,I69351,,
973,E059,E1142,,E0531,,
974,E119,E1136,,e1122,,
975,E119,E1151,,E11618,,
976,E119,E1142,,E1101,,
977,E119,E1136,,E113299,,
978,E119,E11620,,E113492,,
979,E119,E1149,,E113532,,
980,E119,e1165,,E113592,,
981,E109,e1143,,E1029,,
982,E109,e1141,,E10622,,
983,E109,E11620,,E10311,,
984,E109,E1140,,E103319,,
985,E109,E11618,,E103511,,
986,E109,E1151,,E103541,,
987,E109,J449,,E1036,,
988,I10,E1140,,I132,,
989,A419,E1143,,A4152,,
990,F0390,E1144,,F03A0,,
991,F0390,e1151,,F03C0,,
992,K5090,e1136,,K50913,,
993,K704,K7041,,K7041,,
994,B192,B1921,,B1921,,
995,D46,D461,,D461,,
996,D57,D57213,,D57213,,
997,A419,T8571,,T8571,,
998,A419,T85733,,T85733,,
999,A419,T84611D,,T84611D,,
1000,K7460,I8500,,I8510,,
1001,I6930,I69353,,I69353,,
1002,F10130,F10131,,F10131,,
1003,F1023,F10231,,F10231,,
1004,F10932,F10932,,F10932,,
1005,F1110,F1114,,F1114,,
1006,F1120,F11281,,F11281,,
1007,F1215,F12150,,F12150,,
1008,F1290,F12951,,F12951,,
1009,F1310,F13182,,F13182,,
1010,F1320,F13282,,F13282,,
1011,E119,E0821,,E0821,,
1012,E089,E11622,,E083419,,
1013,E089,E1329,,E083529,,
1014,E089,E133311,,E083559,,
1015,E089,E133531,,E0841,,
1016,E089,E133591,,E08622,,
1017,E089,E1341,,E0911,,
1018,E089,E13622,,E093293,,
1019,E089,E113319,,E093413,,
1020,E089,E113539,,E093523,,
1021,E089,E113599,,E093553,,
1022,E089,E1151,,E0940,,
1023,E089,E0801,,E09621,,
1024,E109,E083299,,E1021,,
1025,E109,E083412,,E103293,,
1026,E109,E083319,,E103412,,
1027,E109,E083499,,E103522,,
1028,E109,E0837X1,,E103552,,
1029,E109,E0852,,E1039,,
1030,E109,E0865,,E10620,,
1031,E119,E093211,,E1101,,
1032,E119,E093391,,E113292,,
1033,E119,E093511,,E113412,,
1034,E119,E093541,,E113522,,
1035,E119,E0936,,E113552,,
1036,E119,E0951,,E1140,,
1037,E119,E133531,,E133491,,
1038,E119,E133591,,E133531,,
1039,E119,E1341,,E133591,,
1040,E119,E13622,,E1341,,
1041,E119,E113319,,E13622,,
1042,E089,E113539,,E0801,,
1043,E089,E113599,,E08319,,
1044,E089,E1151,,E083319,,
1045,E089,E0936,,E0936,,
1046,E119,E1300,,E11319,,
1047,E119,E113539,,E113499,,
1048,E119,E113599,,E113539,,
1049,E119,E0801,,E1151,,
1050,E139,E083299,,E1300,,
1051,E139,E083412,,E133219,,
1052,E139,E083522,,E133393,,
1053,E139,E1365,,E1365,,
1054,I10,I152,,I152,,
1055,I2572,I25720,,I25720,,
1056,I2575,I25752,,I25752,,
1057,F0390,F0392,,F0392,,
1058,F10139,F10132,,F10132,,
1059,F1023,F10232,,F10232,,
1060,F1099,F1094,,F1094,,
1061,F1110,F11150,,F11150,,
1062,F1120,F11282,,F11282,,
1063,F1290,F12951,,F12151,,
1064,F1290,F12959,,F12959,,
1065,F1310,F13221,,F13221,,
1066,I6909,I69049,,I69049,,
1067,I6930,I69343,,I69343,,
1068,E119,E0801,,E0801,,
1069,E119,E083412,,E083412,,
1070,E119,E083522,,E083522,,
1071,E119,E083552,,E083552,,
1072,E119,E0839,,E0839,,
1073,E119,E08618,,E08618,,
1074,E119,E093219,,E089,,
1075,E119,E093399,,E093219,,
1076,E119,E093519,,E093399,,
1077,E119,E093549,,E093519,,
1078,E119,E0937X3,,E093549,,
1079,E119,E0937X3,,E0937X3,,
1080,E119,E0944,,E0944,,
1081,E119,E09630,,E09630,,
1082,E109,E0829,,E1021,,
1083,E109,E083312,,E103293,,
1084,E109,E113299,,E103413,,
1085,E109,E10A1,,E10A1,,
1086,E119,E1310,,E1110,,
1087,E119,E133292,,E113211,,
1088,E119,E133412,,E113391,,
1089,E119,E133522,,E113511,,
1090,E119,E133552,,E113541,,
1091,E119,E1339,,E1136,,
1092,E119,E13620,,E1143,,
1093,E139,E133522,,E133522,,
1094,F01B0,F01511,,F01511,,
1095,F01B0,F01B2,,F01B2,,
1096,F0280,F02C18,,F02C18,,
1097,I77810,I77812,,I77812,,
1098,F1020,F10229,,F10220,,
1099,F1099,F10982,,F10982,,
1100,F1290,F12921,,F12921,,
1101,F1310,F13159,,F13159,,
1102,F1310,F0390,,F1327,,
1103,I2510,I25111,,I25111,,
1104,I2571,I25719,,I25719,,
1105,I2575,I25751,,I25751,,
1106,I2579,I25798,,I25798,,
1107,I2571,I25719,,I25711,,
1108,I2573,I25738,,I25738,,
1109,I2579,I25790,,I25790,,
1110,E119,E083312,,E083312,,
1111,E089,E113299,,E083492,,
1112,E089,E113529,,E083532,,
1113,E089,E0922,,E0922,,
1114,E119,E113529,,E113419,,
1115,E119,E1142,,E113529,,
1116,E119,E11638,,E113559,,
1117,E119,E133313,,E1142,,
1118,E119,E133533,,E11638,,
1119,E119,E133592,,E13319,,
1120,E119,E133313,,E133313,,
1121,E119,E133533,,E133493,,
1122,E119,E133592,,E133533,,
1123,E119,E1343,,E133592,,
1124,E119,E13630,,E1343,,
1125,E119,E083391,,E13630,,
1126,F0390,E11311,,F03A2,,
1127,F0390,E113313,,F03C4,,
1128,F1010,E113533,,F10180,,
1129,I6930,I69341,,I69341,,
1130,E119,E10319,,E083211,,
1131,E089,E11311,,E083511,,
1132,E089,E113313,,E083541,,
1133,E089,E113533,,E0836,,
1134,E089,E113593,,E0851,,
1135,E089,E1149,,E08649,,
1136,E089,E1165,,E09319,,
1137,E089,E133213,,E093319,,
1138,E089,E093539,,E093539,,
1139,E089,E093599,,E093599,,
1140,E089,E0949,,E0949,,
1141,E089,E09641,,E09641,,
1142,E119,E113533,,E113493,,
1143,E119,E113593,,E113533,,
1144,E119,E1149,,E113593,,
1145,E119,E1165,,E1149,,
1146,E119,E133213,,E1165,,
1147,E119,E133213,,E133213,,
1148,E119,E133392,,E133392,,
1149,E119,E133512,,E133512,,
1150,E119,E133542,,E133542,,
1151,E119,E1336,,E1336,,
1152,E119,E1351,,E1351,,
1153,E119,E13649,,E13649,,
1154,F0390,E0822,,F03A11,,
1155,I77810,E083311,,I77812,,
1156,F1020,E113211,,F10220,,
1157,F1099,G479,,F10982,,
1158,F1292,F13159,,F12921,,
1159,F1310,F1327,,F13159,,
1160,I6909,I69051,,I69051,,
1161,I6930,I69344,,I69344,,
1162,I2579,I69344,,I25701,,
1163,I2572,I25728,,I25728,,
1164,I2576,I25760,,I25760,,
1165,E089,E113211,,E083491,,
1166,E089,E113391,,E083531,,
1167,E089,E113511,,E083591,,
1168,E089,E113541,,E0842,,
1169,E089,E1136,,E08628,,
1170,E089,E1143,,E0921,,
1171,E089,E133312,,E093299,,
1172,E109,E1022,,E103299,,
1173,E109,E103299,,E103413,,
1174,E109,E103413,,E103523,,
1175,E109,E103523,,E103553,,
1176,E109,E103553,,E1040,,
1177,E109,E1040,,E10621,,
1178,E119,E10621,,E1110,,
1179,E119,E1136,,E1136,,
1180,E119,E1143,,E133312,,
1181,E119,E133312,,E133492,,
1182,E119,E133532,,E133532,,
1183,I10,E1129,,I130,,
1184,I10,E11618,,I110,,
1185,I2571,I25710,,I25710,,
1186,F0390,F03A3,,F03A3,,
1187,F0390,F03C11,,F03C11,,
1188,F1120,F11222,,F11222,,
1189,F1320,F13259,,F13259,,
1190,E119,E11618,,E11621,,
1191,E119,E1152,,E11618,,
1192,E119,E11638,,E1152,,
1193,E119,E113213,,E11638,,
1194,E119,E113543,,E113213,,
1195,E119,E113523,,E113413,,
1196,E119,E11319,,E113543,,
1197,I10,E11319,,I110,,
1198,E119,E1121,,E11319,,
1199,E119,E1161,,E1121,,
1200,E119,E1165,,E1161,,
1201,I2510,E11610,,I25119,,
1202,E119,E1159,,E1165,,
1203,E119,E1121,,E1140,,
1204,M069,E1121,,M0550,,
1205,E119,E1152,,E1121,,
1206,E119,E1169,,E1152,,
1207,E119,E1143,,E1169,,
1208,I2510,E1165,,I25118,,
1209,F322,E1152,,F323,,
1210,E119,E1121,,E1143,,
1211,K5100,E1152,,K51012,,
1212,I10,E1121,,i130,,
1213,E119,E1142,,E1152,,
1214,E119,E1144,,E1121,,
1215,J449,E1142,,J440,,
1216,F1020,E1137X3,,F10220,,
1217,I10,E1142,,I1310,,
1218,E119,E1137X3,,E113293,,
1219,E119,E11319,,E113493,,
1220,E119,E11620,,E113593,,
1221,E119,E11620,,E113553,,
1222,E119,E11620,,E11319,,
1223,I10,E1140,,I120,,
1224,E119,E1121,,E11620,,
1225,J449,Q0702,,J449,,
1226,J45909,E11620,,j45901,,
1227,F4000,E1143,,f4001,,
1228,I119,E1121,,I1311,,
1229,M329,Q0702,,M3212,,
1230,M810,E11620,,M8000XA,,
1231,E109,E1143,,E1051,,
1232,E119,E11620,,E1121,,
1233,F4000,E11618,,F4001,,
1234,I2510,E1143,,I25111,,
1235,I6909,I69059,,I69059,,
1236,I7020,I7025,,I7025,,
1237,M0550,M069,,M0550,,
1238,M3500,M063,,M3505,,
1239,Q070,Q0702,,Q0702,,
1240,I6930,i69359,,i69359,,
1241,E119,Q0702,,E11620,,
1242,F0390,E11620,,G3183,,
1243,I10,E11620,,I1310,,
1244,I6930,E11618,,I63119,,
1245,I6909,E1143,,I69059,,
1246,M3500,E1141,,M350B,,
1247,M3500,M3215,,M3215,,
1248,I10,E11618,,I160,,
1249,E119,E1143,,E11618,,
1250,E119,E1141,,E1143,,
1251,K7460,E1136,,K7030,,
1252,J9610,E1151,,J9612,,
1253,B189,B180,,B180,,
1254,I10,I132,,I132,,
1255,I6930,I6330,,I6330,,
1256,M3300,M3302,,M3302,,
1257,N00,N00A,,N00A,,
1258,D50,D5521,,D5521,,
1259,I6909,I69039,,I69039,,
1260,I7020,I70219,,I70219,,
1261,M3390,M3392,,M3392,,
1262,R80,N066,,N066,,
1263,I6930,I63219,,I63219,,
1264,M332,M3322,,M3322,,
1265,R31,N02A,,N02A,,
1266,N03,N036,,N036,,
1267,E059,e0520,,e0520,,
1268,I6930,G81,,i69354,,
1269,E09,G629,,E0940,,
1270,E09,M129,,E09618,,
1271,E09,E09629,,E09629,,
1272,E089,E0841,,E0841,,
1273,E139,E13618,,E13618,,
1274,K766,I8510,,I8510,,
1275,G20,F0390,,G20C,,
1276,K5090,K50011,,K50011,,
1277,K219,K2100,,K2100,,
1278,K37,K3532,,K3532,,
1279,J45909,J449,,J449,,
1280,I2510,I25110,,I25118,,
1281,E0590,E040,,E0590,,
1282,E0590,E042,,E0521,,
1283,E031,E049,,E030,,
1284,E099,E870,,E0900,,
1285,E119,E8729,,E0911,,
1286,E109,E8729,,E1069,,
1287,E119,G629,,E0940,,
1288,E089,I10,,E0859,,
1289,E119,I96,,E0952,,
1290,B1920,K7291,,B1711,,
1291,E119,L97509,,E1159,,
1292,E089,M129,,E08620,,
1293,E089,N181,,E0822,,
1294,C9200,C9261,,C9261,,
1295,D5700,D5700,,D5700,,
1296,D5700,D5703,,D5703,,
1297,D5740,D57418,,D57418,,
1298,D5744,D57459,,D57459,,
1299,E119,E083211,,E083211,,
1300,E119,E083213,,E083213,,
1301,E089,E08329,,E08329,,
1302,E119,E083291,,E083291,,
1303,E119,E083492,,E083492,,
1304,E119,E083532,,E083532,,
1305,E089,E083541,,E083541,,
1306,E119,E083592,,E083592,,
1307,E119,E08628,,E08628,,
1308,E119,E093299,,E093299,,
1309,E119,E093419,,E093419,,
1310,E119,E093529,,E093529,,
1311,E119,E093559,,E093559,,
1312,E119,R739,,E0965,,
1313,F01B0,F29,,F01B2,,
1314,F0150,F919,,F01C18,,
1315,F0280,F419,,F02C4,,
1316,F0390,G479,,F03918,,
1317,F0390,F419,,F0393,,
1318,F03A0,F03A3,,F03A3,,
1319,F03C0,G479,,F03C18,,
1320,F03C0,F29,,F03C2,,
1321,F1010,F29,,F10150,,
1322,F1010,F29,,F10151,,
1323,F1020,F29,,F10251,,
1324,F1020,F1026,,F1026,,
1325,F1090,F29,,F10959,,
1326,F1090,R37,,F10981,,
1327,F1190,F39,,F1194,,
1328,F12220,R410,,F12221,,
1329,F1290,F29,,F12950,,
1330,F13139,F19922,,F13132,,
1331,F4320,F418,,F4323,,
1332,G20A1,F0390,,G20A1,,
1333,G309,G301,,G301,,
1334,H16009,H20059,,H16031,,
1335,I10,I15810,,I110,,
1336,I10,N181,,I1310,,
1337,I2510,R252,,I25111,,
1338,I25810,I202,,I25732,,
1339,I25812,I209,,I25769,,
1340,I2724,I2699,,I2724,,
1341,I639,I63339,,I6330,,
1342,I639,I63449,,I63449,,
1343,I629,G8310,,I69249,,
1344,I639,G8310,,I69331,,
1345,I639,G8310,,I69333,,
1346,I639,G8310,,I69339,,
1347,I639,G8311,,I69341,,
1348,I639,G8310,,I69349,,
1349,I639,G8190,,I69353,,
1350,I70201,L97209,,I70232,,
1351,I8730,I87319,,I87319,,
1352,K5190,K625,,k51911,,
1353,K5190,K56609,,k51912,,
1354,K769,K831,,K710,,
1355,K769,K716,,K7150,,
1356,M069,M059,,M0570,,
1357,M3300,J989,,M3301,,
1358,M3500,M064,,M3505,,
1359,Q0700,Q059,,Q0701,,
1360,Q0700,G919,,Q0702,,
1361,A419,R5620,,R6520,,
1362,A419,T83518,,T83518,,
1363,A419,T8469XA,,T8460XA,,
1364,i70209,I70219,,I70219,,
1365,I639,I6330,,I6330,,
1366,E119,E0837X3,,E0837X3,,
1367,E119,E083293,,E083293,,
1368,E119,E083399,,E083399,,
1369,E119,E0859,,E0859,,
1370,E119,E0869,,E0869,,
1371,E119,E083549,,E083549,,
1372,E119,E083519,,E083519,,
1373,E089,E083523,,E083523,,
1374,E089,E08319,,E08319,,
1375,E099,E09329,,E09329,,
1376,E099,E093532,,E093532,,
1377,E099,E093592,,E093592,,
1378,D57,D5700,,D5700,,
1379,e6601,E662,,E662,,
1380,E119,E133212,,E133212,,
1381,E119,E133211,,E133211,,
1382,E119,E133293,,E133293,,
1383,E119,E133299,,E133299,,
1384,E139,E133311,,E133311,,
1385,E119,E133319,,E133319,,
1386,E119,E133391,,E133391,,
1387,E119,E1339,,E1339,,
1388,E119,E133541,,E133541,,
1389,E119,E133511,,E133511,,
1390,E119,E133523,,E133523,,
1391,E119,E133529,,E133529,,
1392,E139,E133531,,E133531,,
1393,E119,E133539,,E133539,,
1394,E119,E133593,,E133593,,
1395,E119,E133591,,E133591,,
1396,E119,E133599,,E133599,,
1397,E119,E133413,,E133413,,
1398,E119,E133419,,E133419,,
1399,E139,E133491,,E133491,,
1400,E119,E133491,,E133491,,
1401,E119,E133553,,E133553,,
1402,E119,E133559,,E133559,,
1403,E139,E13329,,E13329,,
1404,d5742,D57439,,D57439,,
1405,d572,D57211,,D57211,,
1406,M3500,M3505,,M3505,,
1407,E109,E10A,,E10A,,
1408,E119,E11355,,E11355,,
1409,E119,E113311,,E113311,,
1410,f0390,F03B3,,F03B3,,
1411,n30,R319,,n3001,,
1412,c9440,c9440,,C9441,,
1413,f1020,f05,,F10221,,
1414,k7460,r188,,K7031,,
1415,i209,i2481,,I2081,,
1416,i25719,I209,,I25719,,
1417,i70201,l97319,,I70233,,
1418,J479,J22,,J470,,
1419,i25810,i209,,I25709,,
1420,f12220,f19122,,F12222,,
1421,f12220,f1922,,F12222,,
1422,h401433,h401433,,h401420,,
1423,i629,i652,,I63239,,
1424,b181,b180,,B180,,
1425,k5090,k6520,,K50911,,
1426,E119,N2589,,E0821,,
1427,E089,L97909,,E08621,,
1428,E089,E159,,E08641,,
1429,E089,M8698,,E0869,,
1430,E099,L97909,,E09621,,
1431,E099,H409,,E0939,,
1432,E099,E8729,,E0901,,
1433,E099,H3500,,E09311,,
1434,I639,g8191,,I69359,,
1435,m330,g729,,M3302,,
1436,I639,G8324,,I69342,,
1437,i639,g831,,I69349,,
1438,i69143,G831,,I69249,,
1439,I639,G8321,,I69339,,
1440,i609,g8324,,I69039,,
1441,i629,g8324,,I69239,,
1442,F1110,F529,,F11181,,
1443,f11129,g47,,F11182,,
1444,f1190,g47,,F11182,,
1445,F11221,f060,,F11251,,
1446,A419,A4159,,A4159,,
1447,F329,F419,,F418,,
1448,E119,L309,,E13620,,
1449,E119,N289,,E1321,,
1450,E119,G629,,E1340,,
1451,e139,I739,,E1352,,
1452,E119,L97909,,E13621,,
1453,E119,E159,,E13641,,
1454,e139,E159,,E13641,,
1455,e0580,e0591,,E0581,,
1456,E0580,e0591,,E0580,,
1457,j9690,r0689,,J9692,,
1458,F1323,F05,,F13131,,
1459,F13130,F05,,F13131,,
1460,f13130,f19122,,F13132,,
1461,f13130,f1922,,F13132,,
1462,A419,t85193,,T85734,,
1463,A419,B952,,A4181,,
1464,A419,t84610,,T84610S,,
1465,a419,b9561,,A4101,,
1466,d571,l089,,D57214,,
1467,e0590,e0530,,E0531,,
1468,e0590,e0521,,E0521,,
1469,E119,G629,,E1040,,
1470,E119,M129,,E1618,,
1471,E119,e7849,,E1169,,
1472,E119,M1467,,E11610,,
1473,E119,n289,,E1140,,
1474,E119,E159,,E11649,,
1475,f03a1,r451,,F03A11,,
1476,F03B18,R451,,F03B11,,
1477,f03c0,r443,,F03C2,,
1478,F0390,R4584,,F0393,,
1479,F01C0,F419,,F01C4,,
1480,E139,H3522,,E133511,,
1481,E139,H35012,,e133412,,
1482,F01A0,F32A,,F01A3,,
1483,I679,G8322,,I69332,,
1484,E119,G629,,E1143,,
1485,E119,E161,,E11641,,
1486,E139,H3500,,E133211,,
1487,E139,H3500,,E133319,,
1488,E139,H3500,,E133499,,
1489,E139,H3523,,E133539,,
1490,E139,H3523,,E133593,,
1491,E139,G545,,E1344,,
1492,E139,E13638,,E13638,,
1493,E109,H3500,,E103493,,
1494,E109,H3523,,E103533,,
1495,E089,H3581,,E08311,,
1496,E089,H35013,,E083313,,
1497,E0590,E049,,E0501,,
1498,F03A1,F03A2,,F03A2,,
1499,I10,E1169,,I152,,
1500,F0390,F03A18,,F03918,,
1501,F03C0,F03C3,,F03C3,,
1502,E119,E0591,,E083213,,
1503,E089,E0591,,E083393,,
1504,E119,H3520,,E133519,,
1505,E119,H3520,,E133549,,
1506,E119,H3520,,E11351,,
1507,E109,E1021,,E1021,,
1508,E099,G545,,E0944,,
1509,E089,E0821,,E0821,,
1510,K5090,K625,,K50111,,
1511,K5130,K625,,K51311,,
1512,M5090,M5410,,M5010,,
1513,E139,E161,,E1301,,
1514,E139,H3500,,E1337X2,,
1515,E139,H3582,,E1339,,
1516,E139,M1280,,E13618,,
1517,E109,H3529,,E103539,,
1518,E109,H3529,,E103599,,
1519,E109,H4310,,E1039,,
1520,D574,D57412,,D57412,,
1521,D57459,I679,,D57453,,
1522,F0150,F01B2,,F01B2,,
1523,F0280,F02818,,F02C18,,
1524,E109,H3500,,E103492,,
1525,E109,H3522,,E103532,,
1526,E119,H3522,,E113532,,
1527,E119,H3522,,E113592,,
1528,F1099,F04,,F1096,,
1529,F1323,F13132,,F13132,,
1530,I609,R131,,I69091,,
1531,I639,G81,,I69352,,
1532,E119,H3523,,E113533,,
1533,E109,H3522,,E103542,,
1534,E109,H3500,,E1037X1,,
1535,A419,R6510,,R6510,,
1536,A419,J1569,,A4153,,
1537,K5090,K50914,,K50914,,
1538,K719,K711,,K7111,,
1539,B529,N289,,B520,,
1540,D464,D4620,,D4620,,
1541,D572,D57214,,D57214,,
1542,A419,T82594,,T827,,
1543,A419,T83110,,T83590,,
1544,A419,T84611D,,T84611S,,
1545,I639,G81,,I69354,,
1546,F03B0,F03B2,,F03B2,,
1547,F11129,G479,,F11282,,
1548,F13120,R410,,F13221,,
1549,E109,H3523,,E103523,,
1550,E109,H3523,,E103553,,
1551,E119,H3500,,E113413,,
1552,E119,H3523,,E113523,,
1553,E109,E161,,E10649,,
1554,E139,H3581,,E1337X2,,
1555,I10,I5198,,I119,,
1556,I25729,I201,,I25721,,
1557,F1110,F062,,F11151,,
1558,E119,H3500,,E083413,,
1559,E119,H3523,,E083523,,
1560,E119,H3500,,E083553,,
1561,E119,H3500,,E093291,,
1562,E119,H3500,,E093411,,
1563,E119,H3521,,E093521,,
1564,E119,H3500,,E093551,,
1565,E109,G629,,E1021,,
1566,E109,E10A2,,E10A2,,
1567,E139,H3500,,E133293,,
1568,E139,H3520,,E133523,,
1569,E139,H3523,,E133553,,
1570,F0150,F01B3,,F01B3,,
1571,F0280,F29,,F02C2,,
1572,I25729,I200,,I25720,,
1573,I25719,I202,,I25712,,
1574,I25739,I209,,I25739,,
1575,E109,H3500,,E103491,,
1576,E109,H3521,,E103531,,
1577,E119,E0843,,E133211,,
1578,E119,E1143,,E133319,,
1579,E119,E1143,,E133499,,
1580,E119,E1143,,E133539,,
1581,F03C0,R410,,F03C11,,
1582,I639,G8320,,I69342,,
1583,E089,H2510,,E0936,,
1584,E109,H3520,,E103539,,
1585,E109,G628,,E1049,,
1586,E119,H3520,,E113539,,
1587,E119,H3500,,E133393,,
1588,E119,H3500,,E133513,,
1589,E119,H3520,,E133543,,
1590,I25729,I209,,I25729,,
1591,E119,H3500,,E083312,,
1592,E109,N189,,E1029,,
1593,E109,H3500,,E103311,,
1594,E119,H3500,,E133313,,
1595,E119,H3500,,E133493,,
1596,E119,H3523,,E133533,,
1597,A419,B958,,A412,,
1598,E119,H3520,,E113549,,
1599,E119,H3520,,E113529,,
1600,F332,F29,,F333,,
1601,E6601,R0689,,E662,,
1602,F1020,F10921,,F10221,,
1603,J45909,J449,,J4489,,
1604,J439,J449,,J439,,
1605,N08,M359,,M3214,,
1606,D649,D550,,D550,,
1607,M3500,M3214,,M350A,,
1608,Q070,Q052,,Q0703,,
1609,I639,I6509,,I63219,,
1610,I309,M359,,M3212,,
1611,R31,M059,,N02A,,
1612,E039,L988,,E032,,
1613,R809,N056,,N066,,
1614,N039,N056,,N036,,
1615,E089,G709,,E0844,,
1616,K7460,I8510,,I8510,,
1617,K5090,K5660,,K50012,,
1618,A4153,A4153,,A4153,,
1619,D571,D57213,,D57213,,
1620,F0390,E039,,f0280,,
1621,E0801,E0801,,E0801,,
1622,E083293,E083293,,E083293,,
1623,E083413,E083413,,E083413,,
1624,E083523,E083523,,E083523,,
1625,E083553,E083553,,E083553,,
1626,E0911,E0911,,E0911,,
1627,E093293,E093293,,E093293,,
1628,E093413,E093413,,E093413,,
1629,E093523,E093523,,E093523,,
1630,E093553,E093553,,E093553,,
1631,E109,E1001,,E1001,,
1632,E103212,E103212,,E103212,,
1633,E103299,E103299,,E103299,,
1634,E103413,E103413,,E103413,,
1635,E103513,e103513,,e103513,,
1636,E103523,E103523,,E103523,,
1637,E103553,E103553,,E103553,,
1638,E109,E10610,,E10610,,
1639,E1100,E1100,,E1100,,
1640,E113291,E113291,,E113291,,
1641,E11341,E11341,,E11341,,
1642,E103411,e113411,,e113411,,
1643,E113411,E113411,,E113411,,
1644,E113521,E113521,,E113521,,
1645,E113551,E113551,,E113551,,
1646,E1137X9,E1137X9,,E1137X9,,
1647,E133299,E133299,,E133299,,
1648,E133312,e133312,,e133312,,
1649,E133419,E133419,,E133419,,
1650,E133529,E133529,,E133529,,
1651,E133559,E133559,,E133559,,
1652,F0153,F0153,,F0153,,
1653,F01C3,F01C3,,F01C3,,
1654,F0280,F0392,,F02B2,,
1655,F03A3,F03A3,,F03A3,,
1656,F1920,F10120,,F10220,,
1657,F1310,F419,,F13280,,
1658,E089,G629,,E0821,,
1659,E119,G909,,E1343,,
1660,E119,H269,,E1143,,
1661,E11351,H3581,,E11351,,
1662,I25729,I201,,I25711,,
1663,I25799,I201,,I25791,,
1664,I25708,I208,,I25718,,
1665,M069,I776,,M0520,,
1666,I2510,I96,,i70268,,
1667,K51312,K51312,,K51312,,
1668,K719,K7151,,K7151,,
1669,E089,L97509,,E09621,,
1670,E119,L97509,,E09621,,
1671,E119,L97509,,E13621,,
1672,M810,M8000XA,,M8000XA,,
1673,Q031,Q059,,Q0701,,
1674,F0280,R451,,F02811,,
1675,F03C0,R451,,F03911,,
1676,F0150,F02818,,F01C18,,
